Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
59202.658578,5.07352867,3.92685929,2.65,36132.5762,957096.298,"5221 Lincoln St Suite 800, Boston, MA"
96575.827147,4.64435181,7.65856785,4.21,39929.8607,1365086.866,"8087 Hill St Suite 202, Miami, FL"
47833.599023,5.44762714,3.04004608,2.11,46188.7448,938796.411,"5531 Washington St Suite 927, Miami, FL"
50381.909816,2.4599187,3.4990378,2.05,32767.6999,758406.977,"4206 Lake St Suite 366, Dallas, TX"
83888.816058,6.70982734,6.30616603,3.85,27186.0149,1313430.0,"3305 Cedar St Suite 641, Boston, MA"
93850.454073,9.98489239,3.11891995,2.0,61824.8699,1566149.323,"1041 Lincoln St Suite 120, Seattle, WA"
58574.648079,2.36465495,7.35547661,3.59,33389.0581,890841.399,"3477 Washington St Suite 162, Miami, FL"
33165.551318,7.54949208,8.11925409,4.43,56794.2238,1107935.016,"4555 Maple St Suite 317, Phoenix, AZ"
76758.139808,2.09692792,8.39110597,4.39,61183.625,1278696.704,"7793 Lincoln St Suite 988, Atlanta, GA"
39445.062867,4.18188783,9.93022846,5.38,25475.7939,917714.889,"8629 Oak St Suite 405, Denver, CO"
94006.107621,5.71230955,5.47756238,2.72,57589.6035,1433632.173,"8064 Lake St Suite 621, New York, NY"
70112.583284,5.98612288,7.474108,4.74,32560.7389,1236492.958,"8987 Oak St Suite 243, Boston, MA"
30076.28323,7.73781649,4.7568226,3.13,63595.6474,980429.449,"726 Cedar St Suite 192, Denver, CO"
93794.330039,6.8037169,8.33894412,5.01,34018.3336,1479162.281,"3133 Lake St Suite 257, New York, NY"
45915.036997,6.50817101,6.08012952,3.44,34285.1377,999658.121,"7157 Lincoln St Suite 471, Denver, CO"
96896.725717,2.9094303,5.16133796,2.85,41268.0361,1215271.078,"8564 Pine St Suite 306, New York, NY"
65060.217876,8.0369169,3.90395509,2.07,59335.393,1301086.727,"8520 Washington St Suite 813, Phoenix, AZ"
37421.483472,5.36227704,4.71284798,2.34,28415.7634,823695.042,"5908 Washington St Suite 833, Phoenix, AZ"
41602.244468,5.35992002,6.3639589,2.97,30489.3484,912382.467,"7266 Cedar St Suite 816, New York, NY"
56876.435713,3.45434641,7.13248841,3.7,52112.0772,1020243.877,"8678 Maple St Suite 579, Miami, FL"
50643.073429,3.1734513,5.67039364,3.36,36994.2869,841783.783,"5119 Washington St Suite 737, New York, NY"
95349.493246,9.42280842,4.64896595,2.63,27220.5857,1466676.794,"8235 Oak St Suite 255, Miami, FL"
45959.929325,7.43447726,7.01246203,4.91,60627.5696,1140276.214,"7020 Hill St Suite 943, Phoenix, AZ"
91104.477018,7.71573887,7.39381169,4.2,53554.941,1477237.15,"7318 Hill St Suite 820, Phoenix, AZ"
34942.092329,8.32849344,5.94503489,3.6,30126.2523,970529.747,"8599 Maple St Suite 938, New York, NY"
89009.504405,7.99157573,6.23938236,4.29,49159.2762,1448322.631,"9140 Lake St Suite 478, Boston, MA"
41735.378641,8.61419383,4.47068518,2.78,45586.3217,1089254.972,"6735 Cedar St Suite 637, New York, NY"
90287.11871,9.67587859,7.79673489,4.54,27546.8839,1517509.505,"2956 Maple St Suite 746, New York, NY"
74242.438596,4.66991709,3.61751035,2.0,47341.1405,1068972.295,"2535 Washington St Suite 967, Dallas, TX"
65752.048967,3.07052081,8.65895024,4.51,44422.7164,1139677.558,"9765 Oak St Suite 994, Dallas, TX"
33295.272379,6.68909109,4.53612247,2.24,49473.9852,893197.607,"2359 Washington St Suite 666, Seattle, WA"
45673.259193,9.24231259,6.5796662,3.07,41832.9443,1164050.111,"758 Cedar St Suite 830, Denver, CO"
33096.710365,5.92663838,6.22169165,3.29,63112.6101,1027434.746,"3692 Cedar St Suite 446, Denver, CO"
78336.190292,2.10615765,6.40786872,4.03,25078.0657,1049124.43,"3573 Maple St Suite 430, Denver, CO"
53818.452688,2.34166471,8.90910381,5.38,53805.9574,1059266.574,"537 Hill St Suite 230, Dallas, TX"
66735.832494,6.94293848,7.72851302,3.88,45828.9144,1282935.072,"733 Lake St Suite 476, Seattle, WA"
37326.944009,2.61079927,3.44723979,2.0,67548.6916,726096.385,"1678 Pine St Suite 332, Denver, CO"
89558.223884,3.58761683,6.75027906,3.85,36214.9674,1236061.542,"8747 Maple St Suite 861, New York, NY"
70794.5526,5.50328469,9.10898054,4.81,46886.3421,1242973.517,"2329 Cedar St Suite 754, Phoenix, AZ"
86300.759125,7.02050449,5.50012348,3.04,33170.2294,1369343.479,"4808 Oak St Suite 879, Seattle, WA"
87358.194247,5.38606749,8.99357345,4.16,60720.1763,1462681.632,"1088 Washington St Suite 323, Miami, FL"
72920.919004,5.83812667,8.30867757,4.6,30415.6311,1281893.952,"8163 Hill St Suite 563, Miami, FL"
72099.397359,7.62640647,4.03111499,2.3,25223.0293,1198970.092,"6448 Cedar St Suite 827, New York, NY"
39569.360983,8.63893092,5.3199871,3.14,55261.0386,1089689.235,"3716 Cedar St Suite 279, Phoenix, AZ"
36332.916441,8.83629149,8.15471606,5.6,37347.9738,1131574.253,"4167 Cedar St Suite 697, Boston, MA"
85796.787942,2.19172793,6.26594638,4.0,34581.8479,1085033.214,"4172 Washington St Suite 280, Dallas, TX"
54176.384002,7.05751607,5.49715607,3.38,24116.5542,1067228.847,"7980 Lake St Suite 858, Dallas, TX"
59728.634912,5.5356276,5.35669076,2.48,64877.9923,1177951.1,"6628 Maple St Suite 761, Phoenix, AZ"
92386.823519,2.79105498,8.51414947,5.19,33672.8706,1288914.618,"7857 Washington St Suite 815, New York, NY"
79366.337965,4.04116433,6.93716888,3.55,60543.0658,1249105.035,"2105 Pine St Suite 648, Boston, MA"
50203.086559,7.09537536,4.68954822,3.0,66711.8897,1161652.993,"2484 Washington St Suite 973, Denver, CO"
97847.109402,7.99281031,7.0259658,3.67,39223.5413,1550758.289,"3091 Washington St Suite 486, Atlanta, GA"
62177.578573,6.7982655,5.64287747,3.26,41775.3693,1142254.122,"1278 Oak St Suite 242, Denver, CO"
82262.384203,9.32216485,4.9451939,2.41,66085.9683,1534875.039,"2098 Pine St Suite 796, Seattle, WA"
48806.540988,6.70706478,3.27732481,2.0,30437.8386,971832.217,"7172 Washington St Suite 667, Seattle, WA"
92377.23,5.90577718,7.32037883,5.18,43717.6492,1395369.677,"2454 Lake St Suite 382, Boston, MA"
38420.833939,4.35012549,7.3174698,4.66,58843.2033,950889.904,"5742 Maple St Suite 568, Phoenix, AZ"
89602.632729,9.26372524,6.03996699,3.67,63427.6856,1568135.985,"9005 Washington St Suite 352, Atlanta, GA"
82612.553231,5.03688039,3.46539061,2.0,57521.9037,1210812.253,"6249 Hill St Suite 464, Miami, FL"
74755.114785,5.88774083,6.07070145,2.92,33135.4097,1239768.64,"432 Cedar St Suite 978, Denver, CO"
30173.609913,3.43120502,8.61107131,5.14,56430.3681,897838.045,"3413 Lake St Suite 898, Phoenix, AZ"
94775.171785,4.04654389,6.84528548,3.84,29028.397,1301371.761,"14 Lake St Suite 580, Seattle, WA"
96969.144913,2.52883746,9.47606008,5.85,56560.7536,1380939.302,"1372 Hill St Suite 803, Atlanta, GA"
50468.74993,8.63566895,4.04171831,2.74,33035.7182,1075456.686,"8472 Lincoln St Suite 703, Denver, CO"
44955.938343,3.07210468,7.81742569,4.79,49158.1442,892963.928,"4677 Cedar St Suite 551, Atlanta, GA"
75544.204343,5.39940703,6.59682945,4.58,46416.8243,1224820.807,"1637 Lincoln St Suite 349, Dallas, TX"
51841.389421,6.65837682,5.27200732,2.45,32508.5317,1038491.663,"7097 Lincoln St Suite 647, Boston, MA"
41958.117293,2.83107763,8.60131421,4.81,47425.167,902517.691,"6642 Hill St Suite 533, Phoenix, AZ"
39021.174186,8.08788874,8.87264672,5.14,47395.7963,1158131.54,"38 Pine St Suite 984, Boston, MA"
87537.769977,7.2523656,4.71073784,2.3,23605.0999,1316769.848,"3215 Oak St Suite 513, New York, NY"
33695.568241,3.56190139,4.2951364,2.38,63713.9363,780055.868,"5491 Oak St Suite 791, Denver, CO"
94085.870893,3.10484321,5.0181464,3.4,34463.805,1195458.518,"7871 Oak St Suite 205, Denver, CO"
35277.150705,4.55806802,7.12176388,4.71,24772.4239,847306.59,"6584 Washington St Suite 355, Seattle, WA"
89416.318251,6.1544543,3.90107495,2.0,33893.7675,1286586.66,"9620 Pine St Suite 288, Miami, FL"
33303.407848,5.02224577,7.58510531,5.14,53162.7442,934236.376,"760 Maple St Suite 216, Seattle, WA"
47921.818699,4.45397831,4.56539013,3.08,31391.2462,860726.931,"6207 Maple St Suite 915, Seattle, WA"
41082.670443,7.86349926,4.77914084,2.31,40586.0219,1028508.655,"4642 Hill St Suite 229, Seattle, WA"
51299.549364,6.00477841,5.08880724,2.49,50470.5953,1037998.008,"4321 Washington St Suite 539, Seattle, WA"
48733.588175,7.96338487,8.10777753,4.34,37830.4621,1183712.662,"7165 Lincoln St Suite 751, Atlanta, GA"
73757.16644,8.93575685,4.69752077,2.43,47507.3233,1329674.215,"7732 Cedar St Suite 464, Boston, MA"
88438.743533,2.73692127,7.81850503,3.56,69091.823,1315535.479,"6624 Hill St Suite 933, Denver, CO"
69390.438566,2.53068556,6.41547703,3.03,68022.059,1096634.163,"8371 Oak St Suite 734, Boston, MA"
59154.237814,2.84181108,6.30912769,2.88,30958.7749,948282.183,"6625 Hill St Suite 263, Phoenix, AZ"
91470.985866,8.21963757,9.64280559,4.51,39690.3342,1594029.328,"5539 Cedar St Suite 674, Boston, MA"
38909.726913,7.07032292,8.3611067,4.54,36954.1943,1021008.667,"4094 Pine St Suite 396, Seattle, WA"
91420.081137,7.65659271,9.92920354,5.53,49619.5109,1596829.576,"1341 Pine St Suite 756, Atlanta, GA"
90438.790285,7.58273714,5.92843412,3.81,51264.8205,1481572.437,"3680 Hill St Suite 377, Seattle, WA"
95813.031391,4.29295358,6.83970134,3.8,41458.2951,1337746.808,"1660 Washington St Suite 848, Miami, FL"
50722.457018,5.76311133,7.47240837,3.95,57602.5378,1120135.66,"8952 Maple St Suite 525, Dallas, TX"
54813.92421,3.79682718,9.6243838,6.5,39682.5713,1076021.054,"7568 Maple St Suite 129, Seattle, WA"
31618.499941,8.45122446,6.31788662,3.71,43576.5177,978917.047,"2721 Oak St Suite 197, Phoenix, AZ"
67541.382856,5.3888983,6.37381491,3.46,55578.9252,1181417.596,"4508 Cedar St Suite 220, Miami, FL"
98544.852127,9.83236589,5.78762325,3.72,58410.6868,1643875.863,"7243 Washington St Suite 288, Denver, CO"
74971.099417,8.70662899,8.24065679,3.76,51641.7326,1446345.781,"5644 Washington St Suite 310, Seattle, WA"
71849.35419,5.68007589,8.23635848,4.41,60326.2878,1355234.882,"4925 Oak St Suite 320, Boston, MA"
87446.158752,4.09811583,8.92536393,6.1,53388.4783,1373615.816,"6280 Lake St Suite 680, Atlanta, GA"
36190.18289,5.27998414,9.92702137,6.5,54096.4019,1076062.247,"9023 Cedar St Suite 323, Denver, CO"
45447.154805,2.88750041,3.73415482,2.18,28490.4132,729554.917,"1862 Washington St Suite 894, Seattle, WA"
69738.053621,4.17686926,7.09570826,3.53,24065.1911,1049367.435,"3710 Cedar St Suite 378, Phoenix, AZ"
45081.092144,9.34113501,5.9348344,3.32,60005.3807,1234996.636,"1645 Lake St Suite 146, Phoenix, AZ"
36202.76355,2.49661076,3.49811141,2.0,50024.7715,678028.647,"618 Maple St Suite 357, Dallas, TX"
37261.064261,2.08337539,4.98048042,2.59,49515.7435,695876.74,"780 Lake St Suite 771, Miami, FL"
92554.243236,2.30922008,6.70745789,3.25,40861.4557,1171161.363,"6833 Maple St Suite 513, New York, NY"
82359.281015,2.57882976,7.34591105,5.13,34598.9035,1175912.072,"3287 Lake St Suite 613, Denver, CO"
51165.43903,4.08906507,4.09155437,2.83,35962.5743,897293.932,"1224 Washington St Suite 162, Atlanta, GA"
69583.199016,7.37039853,6.39964425,2.97,49583.9146,1310565.795,"963 Maple St Suite 431, Atlanta, GA"
36921.742855,7.61512076,3.60487281,2.01,30163.9088,926856.783,"2216 Maple St Suite 696, Phoenix, AZ"
94835.598091,8.53530693,9.97451143,6.07,43196.5224,1665283.219,"8533 Maple St Suite 396, Dallas, TX"
38346.176887,8.72306195,6.21563596,3.26,35855.6894,1053319.081,"7940 Maple St Suite 891, Seattle, WA"
97882.69699,5.81149488,6.5705349,3.67,34728.2015,1367125.586,"3914 Maple St Suite 138, Atlanta, GA"
51116.582178,9.76500643,7.60334922,4.46,59122.87,1351758.548,"4691 Pine St Suite 355, Miami, FL"
38327.927771,4.27167111,3.3351959,2.0,24120.0585,692194.748,"6734 Washington St Suite 777, Miami, FL"
57197.52412,5.25215963,4.7728963,2.85,28361.0348,990830.815,"5295 Pine St Suite 875, Atlanta, GA"
81771.556525,9.14736951,3.01411618,2.0,34149.7852,1312538.958,"7644 Lake St Suite 633, Denver, CO"
59814.317952,6.83607222,6.54678499,3.0,49894.2146,1191104.77,"957 Oak St Suite 478, Dallas, TX"
71359.295244,7.02934466,8.11328268,4.65,37393.405,1296844.867,"5991 Hill St Suite 896, Phoenix, AZ"
92055.888848,8.81390226,4.28961988,2.25,24321.1011,1373213.086,"2557 Washington St Suite 513, Miami, FL"
83229.515223,4.89300236,5.56870829,3.46,63698.2375,1245898.461,"1360 Lake St Suite 979, Phoenix, AZ"
37786.212107,3.77985829,9.90780058,5.82,52414.0992,993176.998,"6898 Pine St Suite 366, New York, NY"
85121.73041,6.09561047,8.4462054,5.7,20257.4053,1409900.824,"6748 Washington St Suite 654, New York, NY"
77062.107094,9.90620369,8.62944876,5.83,26778.7802,1462429.392,"2306 Oak St Suite 583, Boston, MA"
41795.037042,6.01201759,3.77924473,2.25,59637.1803,954009.322,"9048 Pine St Suite 285, Miami, FL"
68924.647651,4.27126801,6.75235027,3.8,63316.4098,1205383.302,"8619 Cedar St Suite 466, Phoenix, AZ"
32236.484662,4.18335629,3.27309609,2.0,33398.8293,666437.759,"6112 Maple St Suite 821, Dallas, TX"
95520.875061,4.77623419,3.20790878,2.0,58715.1663,1278292.136,"3183 Hill St Suite 898, Atlanta, GA"
94935.191126,3.31785588,7.50189952,4.0,66176.7881,1452951.133,"4740 Maple St Suite 754, Denver, CO"
96955.176624,6.45219636,3.28654406,2.0,46209.5426,1351663.738,"479 Pine St Suite 653, New York, NY"
89604.11165,2.18983709,5.10071356,2.69,65501.6758,1193684.542,"4937 Maple St Suite 727, Denver, CO"
91011.091494,3.00998132,8.33478725,4.15,24780.3465,1218757.038,"4304 Lake St Suite 580, Boston, MA"
85990.721299,4.30269633,9.18650167,6.11,21820.6325,1305706.421,"9101 Cedar St Suite 123, Boston, MA"
45540.911726,4.754823,9.86937159,5.34,55518.4246,1128214.997,"409 Cedar St Suite 575, Dallas, TX"
76734.407397,2.77877505,8.76735177,4.62,65245.0472,1187767.068,"3925 Washington St Suite 710, New York, NY"
52325.554691,4.65546951,5.26214023,3.14,44649.3383,988066.891,"6097 Lake St Suite 814, New York, NY"
68131.188029,4.22605885,7.03138795,3.53,61705.7788,1161973.427,"801 Lake St Suite 467, Miami, FL"
66387.533117,8.40802107,6.00405569,3.53,56394.3864,1306430.944,"6366 Hill St Suite 530, Atlanta, GA"
46841.491434,5.61877684,4.91357895,2.8,22161.5643,877232.983,"6790 Maple St Suite 328, Boston, MA"
76471.750358,2.55289693,7.11422122,3.86,27000.6707,1076264.601,"3604 Oak St Suite 624, Phoenix, AZ"
43611.589324,7.78308763,7.3117565,4.78,50643.481,1115583.737,"7534 Lincoln St Suite 980, Miami, FL"
52617.604928,9.01151525,3.06405205,2.0,29209.285,1075944.692,"2308 Lake St Suite 278, Seattle, WA"
51103.707372,2.03813939,3.22336815,2.2,55471.9021,767057.75,"5604 Cedar St Suite 994, Boston, MA"
72024.681028,4.6210253,5.36625599,3.04,62292.2268,1223156.841,"9584 Oak St Suite 493, Miami, FL"
88386.744745,6.50479673,5.65176541,3.69,28227.1112,1284952.028,"3489 Cedar St Suite 772, Miami, FL"
73440.782619,4.70349691,7.19848636,4.27,66545.8737,1274174.56,"1353 Hill St Suite 755, Miami, FL"
66775.251531,3.81087858,4.95673897,2.33,26991.0726,963157.687,"9832 Maple St Suite 553, Miami, FL"
36944.613784,4.36392629,4.09882019,2.71,26551.0981,737818.738,"4949 Maple St Suite 517, Atlanta, GA"
67910.187356,8.15278907,9.33620775,5.53,32036.8963,1378865.346,"9898 Cedar St Suite 586, New York, NY"
57735.0558,9.88961983,8.73584699,4.37,68558.8235,1495201.812,"1985 Cedar St Suite 700, Miami, FL"
65007.816875,4.41656283,8.46164515,4.11,20379.4965,1117512.325,"9586 Oak St Suite 208, Seattle, WA"
75009.086855,3.6931714,7.33296624,4.09,44360.6784,1195593.017,"9892 Oak St Suite 102, New York, NY"
75228.935417,3.470457,7.0723707,4.23,24972.5009,1125851.892,"6170 Lake St Suite 816, Atlanta, GA"
34479.323521,7.91969558,5.47728154,2.91,20122.8682,967924.061,"7365 Pine St Suite 332, New York, NY"
49995.826897,8.23708846,8.0886942,3.71,26835.8215,1186356.739,"7680 Lincoln St Suite 900, Dallas, TX"
49940.467724,5.01475574,6.08764503,3.73,32253.1423,1029653.24,"211 Maple St Suite 729, Phoenix, AZ"
96148.663707,4.82195009,7.74375414,3.95,25220.5056,1384956.27,"8175 Washington St Suite 530, Boston, MA"
53798.6933,4.7568068,7.61183403,3.97,57983.288,1122863.492,"1097 Pine St Suite 127, Miami, FL"
68764.202416,8.57093511,7.53602094,4.23,22747.2028,1277949.043,"981 Pine St Suite 235, Seattle, WA"
34847.323204,2.9110175,6.349223,3.46,66368.0455,797218.155,"394 Washington St Suite 744, Atlanta, GA"
74282.776415,3.63598218,4.72252107,3.11,54197.7676,1116632.623,"2545 Maple St Suite 989, Miami, FL"
56498.555745,7.08607128,8.04323205,4.19,38381.7139,1220877.694,"3616 Lincoln St Suite 185, Dallas, TX"
50024.690026,3.21777526,5.18098331,3.66,21445.9003,795372.931,"5516 Cedar St Suite 683, Miami, FL"
91159.102895,7.62431208,3.51204705,2.32,41867.6878,1320411.456,"9822 Washington St Suite 489, Seattle, WA"
38876.69681,5.82998215,9.75109231,4.95,25164.0751,1007688.113,"8142 Washington St Suite 450, Dallas, TX"
91766.925521,4.72661769,4.47216518,2.46,22062.206,1174012.423,"1612 Lake St Suite 783, New York, NY"
87016.758078,8.43062767,4.14567228,2.38,34641.8557,1309048.12,"3610 Hill St Suite 165, Miami, FL"
64149.622864,9.94738563,5.21145874,3.11,68111.8049,1417501.523,"4079 Lincoln St Suite 954, Denver, CO"
77084.885444,4.51212292,8.25959652,4.37,68871.3914,1333533.345,"4809 Washington St Suite 263, Miami, FL"
49507.744662,8.41735659,5.0158535,2.96,26015.6867,1098306.769,"5028 Washington St Suite 740, Miami, FL"
52043.099332,9.66859111,7.05016123,3.24,40940.3322,1221032.957,"1800 Pine St Suite 938, New York, NY"
90645.760965,8.12732524,8.25485671,3.93,55548.0967,1635303.859,"2939 Cedar St Suite 857, Denver, CO"
79150.735375,6.91111162,7.09014753,4.51,54240.7409,1378018.041,"2147 Maple St Suite 408, Boston, MA"
90807.35687,7.25394537,9.30724043,6.01,59371.105,1595727.225,"4796 Lincoln St Suite 572, New York, NY"
50081.214635,4.75911134,6.44922639,3.48,62898.4772,1060205.003,"8516 Lake St Suite 814, New York, NY"
62126.882685,3.62889434,7.54811043,4.14,24680.3617,1024342.994,"7419 Pine St Suite 892, Seattle, WA"
43514.750683,7.16086142,9.16581651,4.69,66323.2408,1217340.435,"1050 Washington St Suite 599, Boston, MA"
83615.610757,5.56213623,5.76796906,3.34,30985.485,1214718.539,"2304 Washington St Suite 305, New York, NY"
37897.66181,9.90751613,9.18296595,4.46,21353.3316,1194395.244,"8487 Lake St Suite 615, Phoenix, AZ"
38855.012932,8.53685422,8.4126438,4.01,30177.0122,1121590.675,"3482 Washington St Suite 969, Atlanta, GA"
77298.656183,5.04820532,9.62897639,5.33,66925.2393,1388727.651,"8172 Maple St Suite 814, Seattle, WA"
56683.341344,8.81457057,7.48080493,4.67,65867.7256,1306193.624,"7125 Pine St Suite 124, Denver, CO"
94205.881874,4.23945389,8.00634601,5.55,63354.3478,1445915.19,"1534 Cedar St Suite 483, New York, NY"
87740.91166,9.75298714,9.1223379,6.24,64946.0996,1720050.975,"4781 Washington St Suite 212, Atlanta, GA"
54148.643278,9.19704208,8.00776642,3.78,52114.0897,1322667.197,"8584 Oak St Suite 392, Phoenix, AZ"
74664.016178,2.49000897,3.43005085,2.15,37428.5477,947364.985,"6308 Hill St Suite 177, Seattle, WA"
88354.649045,3.52745745,7.44013785,5.02,45752.5797,1273169.237,"5239 Hill St Suite 617, New York, NY"
43795.949541,6.99572323,3.08415575,2.0,45815.9812,966281.002,"5207 Washington St Suite 388, Atlanta, GA"
37699.289874,8.72635948,6.1556208,3.82,24560.5242,1026990.748,"7580 Maple St Suite 514, Seattle, WA"
63861.298778,2.82264563,3.65386177,2.16,66392.1504,972116.023,"6952 Washington St Suite 215, Dallas, TX"
69812.515527,5.76018249,8.82123149,5.04,48957.124,1291180.311,"3264 Pine St Suite 523, Dallas, TX"
63354.327983,2.33347539,5.24593304,3.69,68482.3286,982309.809,"8787 Cedar St Suite 483, Seattle, WA"
47890.839092,7.14899054,3.46881693,2.07,36357.4526,957355.7,"4046 Hill St Suite 345, Seattle, WA"
70495.170548,6.74613606,8.32759208,5.44,27961.118,1227629.127,"6557 Pine St Suite 196, Atlanta, GA"
93379.507693,7.60319266,5.34605762,3.73,54065.9724,1443014.21,"6969 Washington St Suite 661, Atlanta, GA"
72332.664213,3.66413993,8.70351077,4.31,20323.0036,1122108.004,"8445 Hill St Suite 309, Miami, FL"
93066.509797,5.69620724,6.35292897,3.72,49626.3485,1403093.899,"5189 Maple St Suite 753, Denver, CO"
86770.428879,7.68096304,4.1522456,2.77,45892.9485,1334602.666,"4913 Washington St Suite 209, Seattle, WA"
30309.272455,6.35494801,8.72729106,4.05,20382.7034,988767.1,"2050 Oak St Suite 754, Atlanta, GA"
83586.800903,3.79008225,9.05520424,4.36,67506.5524,1345049.231,"7785 Lincoln St Suite 566, Dallas, TX"
38460.94073,8.07964352,5.04742593,3.05,54664.7027,1011803.064,"6389 Cedar St Suite 101, New York, NY"
30603.409193,9.25920016,4.024988,2.8,27077.8015,926328.902,"4566 Pine St Suite 298, Phoenix, AZ"
77259.497719,5.91087855,9.21913583,4.25,37439.9379,1320587.436,"7325 Lincoln St Suite 196, Boston, MA"
95427.290264,7.42284576,7.07794952,3.98,38809.9106,1445374.398,"9993 Washington St Suite 458, Boston, MA"
58184.511467,5.64207163,5.07196941,2.69,56171.4708,1049729.519,"3192 Lake St Suite 897, Phoenix, AZ"
31125.444034,6.91994612,5.56651846,3.64,61206.0033,1005849.735,"4613 Pine St Suite 790, Boston, MA"
77750.554009,4.91623427,8.46231927,4.46,67859.3985,1388944.533,"9494 Maple St Suite 878, Phoenix, AZ"
47071.40728,6.99013565,3.09299635,2.18,54663.9724,1044081.247,"7836 Cedar St Suite 531, New York, NY"
83358.412668,4.67659947,8.52013582,4.56,24130.8015,1276078.613,"1576 Oak St Suite 170, Boston, MA"
79618.742898,9.27624364,5.93341306,4.17,21634.8351,1358541.658,"6576 Hill St Suite 673, Seattle, WA"
76859.724807,8.75756392,9.36814545,4.99,63175.8521,1584766.653,"5221 Lake St Suite 619, Seattle, WA"
55070.96428,9.15544719,7.20086103,4.85,48522.7513,1273583.158,"7734 Maple St Suite 937, Phoenix, AZ"
56908.273078,9.76239353,7.97616386,3.73,69247.5594,1414274.879,"3934 Pine St Suite 123, Seattle, WA"
36413.34717,9.95931637,6.46398625,4.28,52869.9844,1179594.006,"6936 Hill St Suite 249, Miami, FL"
51726.456042,6.30980839,4.84708744,2.3,65082.0856,1130604.254,"2106 Lake St Suite 102, New York, NY"
86759.080309,7.5136488,8.14246211,4.23,21039.5559,1413758.833,"6409 Oak St Suite 188, Phoenix, AZ"
76657.778786,5.01592253,3.12227616,2.13,21204.3869,1033697.804,"2347 Lincoln St Suite 998, Dallas, TX"
58045.1074,7.21361924,8.10743197,3.85,54803.7,1251015.026,"3247 Cedar St Suite 427, Boston, MA"
89151.102274,9.27660991,5.66972595,2.88,61630.2997,1561411.522,"954 Oak St Suite 839, New York, NY"
71253.303093,6.21058689,7.16632056,4.51,47652.2176,1269631.029,"8537 Maple St Suite 844, New York, NY"
86667.958765,4.47778063,8.76764784,4.03,28674.5085,1268393.416,"5504 Lake St Suite 166, Denver, CO"
68062.859488,9.54660109,8.29198726,4.36,22528.6178,1320115.745,"3771 Oak St Suite 368, Seattle, WA"
74335.005589,5.33727249,3.61964323,2.0,39695.4054,1063341.202,"8387 Maple St Suite 243, Miami, FL"
77206.538055,5.43271485,3.46745877,2.0,63260.8514,1188699.616,"9373 Lake St Suite 898, Atlanta, GA"
92589.062742,9.85114171,8.38372487,4.04,63590.7469,1737000.1,"1447 Oak St Suite 457, Seattle, WA"
77204.02274,7.93345483,3.05856895,2.0,44859.7339,1240040.064,"3323 Lincoln St Suite 733, Phoenix, AZ"
98511.238841,2.75731591,7.09170684,4.73,35421.2367,1248254.156,"7773 Washington St Suite 851, Denver, CO"
75334.717423,8.05974488,3.72692066,2.0,41357.0399,1223256.739,"1611 Lincoln St Suite 590, Boston, MA"
90881.311393,3.00212226,6.71539261,3.28,30837.1993,1234115.698,"8618 Hill St Suite 125, Dallas, TX"
81009.680225,5.17209809,8.43155788,4.41,42994.5119,1314661.164,"6579 Pine St Suite 706, Miami, FL"
42885.281367,5.45804318,6.10697258,2.96,45743.9356,926482.916,"7333 Washington St Suite 187, Boston, MA"
99265.73483,4.5989172,4.31082917,2.02,50111.3198,1307175.05,"8811 Oak St Suite 574, Phoenix, AZ"
70654.611743,3.93469994,5.22593773,2.86,26778.953,1004219.086,"7617 Pine St Suite 544, Denver, CO"
98217.204379,8.68756691,5.66127348,3.99,61930.2308,1621150.001,"9127 Hill St Suite 859, New York, NY"
52196.144402,9.39422143,9.42919211,4.38,34545.4403,1326385.506,"6350 Hill St Suite 594, Seattle, WA"
70016.001648,9.62717908,3.97352584,2.0,63148.6116,1355588.636,"6496 Hill St Suite 920, Dallas, TX"
67406.823764,5.53120953,7.53801014,3.64,35418.4932,1178049.738,"5916 Oak St Suite 104, Miami, FL"
48332.317985,6.75492678,7.47017852,4.11,42360.2863,1113633.949,"8050 Hill St Suite 754, Atlanta, GA"
99469.262537,7.01167484,7.49792311,3.71,49482.5298,1571371.969,"2457 Hill St Suite 748, New York, NY"
34466.550015,6.05740627,8.84929216,6.19,33761.8524,973498.703,"9366 Oak St Suite 511, Denver, CO"
40446.440799,3.44926489,4.58943354,2.96,50236.4052,819048.501,"257 Washington St Suite 272, New York, NY"
30954.805723,9.61780474,7.47257056,5.28,26805.0753,1016678.745,"4288 Pine St Suite 494, Boston, MA"
39722.497673,7.61399214,7.01952408,4.15,43478.6767,1079447.253,"408 Hill St Suite 606, Dallas, TX"
86473.173089,8.10112138,5.1355287,2.38,68051.5546,1441527.827,"6021 Washington St Suite 794, Atlanta, GA"
47899.851676,7.76288881,6.7992511,3.79,30413.9314,1082721.122,"6106 Cedar St Suite 360, Denver, CO"
80718.751509,4.24549922,7.5872147,3.58,68759.1563,1313758.023,"6863 Hill St Suite 994, Seattle, WA"
76637.996229,8.98064728,6.54673563,3.23,48078.217,1463288.105,"5787 Washington St Suite 745, Miami, FL"
89827.320271,8.65699998,4.51084021,2.07,61493.5195,1461031.203,"8481 Hill St Suite 346, Miami, FL"
32050.897481,7.30396341,6.22506216,3.68,43549.9773,1021836.672,"4764 Cedar St Suite 262, Boston, MA"
